gender,age,birth.month,day.you,day.bro,day.mum,day.dad,hemisphere,is.foreign,study.area,outside.work,loan,stress,hours.sleep,coffee,travel.time,transport,transport.other,unsw.satisfaction,phone.wifi,flu,facebook.friends,facebook.time,gym,fruits.vegetables,hair.cost,labour.cost,tennis.tv,survey.finished
Female,18,August,7,14,28,19,Northern,1,Science,0,0,Moderately,7,0,75,Bus,,8,1,60,700,10,200,2,100,80,0,1
Female,18,June,27,30,17,8,Southern,0,Science,1,,Slightly,7,1,50,Train/Bus,,9,1,7,681,3,60,5,5,10,1,1
Male,19,January,2,20,1,30,Northern,,Aviation,1,130000,Very,7,0,85,Car,,8,1,25,890,15,90,3,30,500,0,1
Female,18,January,15,28,28,29,Northern,1,Science,0,,Moderately,6,0,90,Train/Bus,,5,1,4,20,0,0,5,0,0,0,1
Female,20,March,30,9,16,29,Southern,0,Science,1,6000,Moderately,8,0,0,Walking,,8.23,1,0,573,4,360,3,30,30,0,1
Female,19,November,4,9,31,29,Southern,0,Science,1,5000,Slightly,7,0,90,Train/Bus,,8,1,2,763,10,60,5,85,100,0,1
Female,18,February,14,25,5,9,Southern,0,Science,0,0,Very,8,1,10,Train/Bus,,7,1,7,364,20,60,3,15,50,0,1
Male,18,December,15,30,20,20,Northern,0,Aviation,0,0,Moderately,10,0,2,Walking,,3.9,1,6,840,14,0,1,50,5,0,1
Female,18,April,11,5,27,10,Northern,0,Commerce,0,3259,Slightly,6,0,2,Train/Bus,,7,1,5,452,4,5,5,35,35,0,1
Male,19,May,10,23,9,7,Southern,0,Aviation,1,136000,Slightly,8,2,35,Car,,8,1,4,745,20,135,3,20,10,0,1
Male,18,August,8,23,19,1,Northern,1,Aviation,1,0,Extremely,2,9,69,Other,Plane,6.69,1,89,4,169,9,9,99,99,0,0
Male,18,March,14,12,10,23,Southern,0,Commerce,1,0,Moderately,7,0,70,Train/Bus,,7,1,5,200,6,5,2,30,20,1,1
Female,18,September,10,3,21,28,Southern,0,Commerce,0,0,Not at all,8,2,60,Bus,,8.23,1,1,500,12,7,6,0,5,1,1
Female,18,October,28,24,16,16,Southern,0,Medicine,0,,Moderately,6,0,130,Train/Bus,,7,1,2,610,10,30,5,35,25,0,1
Male,18,August,29,28,16,10,Northern,1,Commerce,0,0,Slightly,8,9,90,Car/Train/Bus,,8,1,90,4800,7,120,10,600,1000,0,1
Female,18,September,1,17,15,31,Southern,0,Science,0,0,Moderately,7,0,60,Train/Bus,,8,1,5,0,0,90,5,20,30,0,1
Male,20,May,5,8,5,11,Northern,,Aviation,1,40000,Moderately,10,0,90,Car/Train/Bus,,9.5,1,0,600,60,180,8,20,15,1,1
Male,18,October,6,6,10,11,Southern,,Aviation,1,0,Not at all,8,0,80,Bus,,8.75,1,50,1052,15,360,3,10,10,0,1
Male,18,January,11,13,27,15,Southern,0,Aviation,1,7000,Moderately,5,1,75,Car/Train/Bus,,8,1,3,455,10,75,2,20,15,0,1
Female,18,September,4,5,12,5,Southern,0,Science,0,0,Moderately,6,0,60,Car/Train/Bus,,6.5,1,18,378,4,2,4,25,20,0,1
Male,19,March,28,1,3,22,Southern,0,Science,0,0,Slightly,9,0,100,Car/Train/Bus,,8.25,1,10,61,2,200,5,35,25,1,1
Male,18,September,12,4,26,13,Southern,,Commerce,0,,Moderately,7,1,80,Train/Bus,,8,1,5,200,9,3,2,25,20,0,1
Male,18,September,20,31,23,14,Southern,0,Aviation,0,,Moderately,7,0,40,Train/Bus,,4.5,1,5,300,5,7,2,30,20,0,1
Male,19,May,31,1,13,18,Northern,1,Aviation,0,0,Slightly,7,0,20,Bus,,9.99,1,1,80,0.5,180,2,15,10,0,1
Female,18,June,9,26,15,27,Southern,0,Science,0,0,Slightly,8,0,15,Walking,,8,1,4,500,4,7,2,40,20,0,1
Male,18,December,31,22,21,3,Southern,0,Science,1,0,Slightly,8,0,60,Train/Bus,,7,1,1,397,2,120,9,15,12,0,1
Male,18,November,22,31,22,1,Southern,0,Aviation,1,120000,Moderately,5,1,120,Other,Helicopter,8,1,2,602,1,0,2,25,20,0,0
Male,31,March,16,18,30,14,Southern,0,Science,1,16000,Very,7,0,10,Train/Bus,,8,1,15,0,0,60,5,35,35,0,1
Female,17,July,17,16,26,2,Southern,0,Aviation,0,,Moderately,6,0,55,Train/Bus,,9,1,4,200,5,300,3,30,10,0,1
Female,19,April,5,19,20,16,Southern,1,Aviation,0,0,Very,6,0,30,Bus,,8.8,1,36,1487,2.6,180,2,60,45,0,1
Female,19,May,12,17,1,18,Southern,0,Science,0,3808,Extremely,6,1,60,Car/Train/Bus,,7.4,1,43,546,10,12,3,24,15,0,1
Male,18,October,20,31,5,21,Southern,0,Science,0,0,Moderately,6,1,80,Train/Bus,,7.69,1,10,450,7,210,1,30,25,0,1
Male,18,January,9,30,18,24,Northern,,Science,1,0,Not at all,3,3,160,Train/Bus,,8,1,3,0,0,360,4,30,10,0,0
Male,18,October,16,5,18,27,Southern,0,Science,0,3608,Slightly,7,0,45,Train/Bus,,8.5,1,15,526,9,990,3,20,20,0,1
Female,25,August,21,2,27,19,Southern,0,Aviation,0,100000,Extremely,6,0,120,Car/Train/Bus,,9.9,1,0,0,0,0,5,0,0,0,1
Male,19,March,25,30,6,6,Southern,0,Science,1,3608,Very,8,0,90,Train/Bus,,4.19,1,44,245,14,10,5,0,0,0,1
Female,18,October,11,24,29,22,Southern,0,Medicine,1,8000,Moderately,7,3,65,Car,,7.5,1,15,598,1,780,5,185,50,0,1
Female,18,March,27,2,13,10,Southern,0,Science,1,0,Very,7,1,55,Train/Bus,,7.51,1,20,1045,7,6,6,15,60,0,1
Male,18,December,5,8,21,18,Southern,0,Science,0,8000,Slightly,7,0,100,Car/Train/Bus,,9.7,1,1,400,1,200,5,35,28,1,1
Male,18,November,23,24,26,18,Southern,0,Aviation,0,0,Moderately,8,0,90,Train/Bus,,9,1,4,260,8,6,3,20,15,0,1
Female,18,April,6,17,12,14,Southern,,Science,0,,Moderately,7,0,80,Train/Bus,,8.5,1,20,15,4,0,4,100,100,1,1
Female,18,June,13,14,5,19,Southern,0,Science,0,0,Slightly,8,0,58,Train/Bus,,6.5,1,5,250,7,1.5,3,20,15,0,1
Female,18,January,21,2,20,17,Southern,0,Engineer,1,3608,Very,6,1,60,Train/Bus,,9,1,5,636,10,120,12,45,70,1,1
Female,17,July,22,4,3,8,Northern,0,Science,1,3500,Moderately,8,0,50,Train/Bus,,9.5,1,10,317,7,300,4,20,20,0,1
Female,18,March,28,19,4,6,Southern,0,Commerce,1,8000,Moderately,7,0,90,Car/Train/Bus,,7,1,10,154,14,0,1,35,25,1,1
Male,18,June,12,21,13,21,Southern,0,Science,0,,Moderately,7,0,90,Train/Bus,,7.5,1,2,292,5,60,7,25,25,0,1
Male,18,August,18,18,21,1,Southern,0,Aviation,0,130000,Slightly,8,0,70,Other,Ferry,6,1,1,400,8,120,3,25,10,0,1
Female,18,April,9,9,14,25,Southern,0,Engineer,0,0,Moderately,5,0,120,Train/Bus,,9.89,1,0,612,30,240,5,25,10,0,1
Female,18,August,13,31,13,20,Southern,0,Medicine,1,,Extremely,6,0,90,Train/Bus,,9,1,3,350,2,6,8,100,80,1,1
Female,19,March,1,14,11,3,Southern,1,Other,0,,Moderately,8,0,30,Bus,,7,1,1,20,1,0,1,60,60,0,1
Male,18,August,18,15,15,1,Southern,0,Aviation,0,7200,Moderately,7,0,90,Other,Ferry / Bus,8,1,1,268,10,60,2,23,22,0,1
Female,18,March,15,16,30,2,Southern,0,Medicine,1,,Slightly,6,0,15,Bus,,8,1,6,0,2,100,2,20,20,0,1
Male,18,August,23,13,11,12,Southern,,Science,0,3000,Slightly,6,1,0,Walking,College,9.52,1,8,0,0,13,8,45,45,0,1
Female,19,July,6,21,20,27,Northern,0,Medicine,1,,Moderately,7,2,5,Walking,,8,1,0,1045,7,420,5,100,80,1,1
Female,18,August,7,28,6,20,Southern,0,Other,0,,Moderately,8,0,0,Other,live on campus,9.5,1,0,402,14,10,8,35,10,1,1
Female,20,March,2,24,7,27,Southern,0,Aviation,1,,Moderately,7,0,10,Car,,8.8,0,20,1167,10,230,3,30,20,0,1
Female,18,October,30,3,22,2,Southern,0,Science,0,,Moderately,7,1,100,Train/Bus,,7,1,10,150,15,120,3,100,50,1,1
Female,18,June,4,11,28,14,Southern,0,Science,1,,Very,8,0,60,Other,Light rail and bus,8,1,4,150,3,360,4,80,50,1,1
Male,18,April,15,7,8,6,Southern,0,Medicine,0,4000,Moderately,8,0,65,Train/Bus,,8,1,4,3000,2,700,2,20,10,0,1
Female,18,February,20,14,22,10,Southern,0,Science,1,6000,Moderately,9,0,40,Bus,,8,1,1,682,3,2,5,30,20,0,1
Male,18,October,1,22,3,26,Southern,0,Science,1,0,Not at all,5,0,110,Train/Bus,,6,1,7,204,4,5,4,25,20,0,1
Male,18,September,11,5,29,4,Northern,0,Medicine,1,4000,Moderately,8,2,90,Train/Bus,,6,1,21,653,21,8,5,13,10,0,1
Female,18,March,9,10,4,22,Southern,,Science,0,3808,Moderately,7,0,90,Train/Bus,,8,1,2,272,2,660,5,80,60,1,1
Male,18,December,13,23,23,26,Southern,0,Aviation,0,0,Very,5,9,90,Car,,0,1,1,1,1,1,1,1,1,0,0
Female,19,August,24,25,18,14,Southern,0,Commerce,0,5000,Slightly,6,1,90,Train/Bus,,8,1,0,1120,8,180,3,30,20,1,1
Female,18,February,19,10,19,31,Southern,0,Medicine,1,,Moderately,7,2,60,Train/Bus,,7,1,4,0,0,200,5,50,20,1,1
Female,18,November,1,16,6,28,Southern,0,Science,1,6000,Moderately,5,0,100,Car/Train/Bus,,8,1,25,420,6,20,2,50,80,0,1
Male,19,February,19,17,16,22,Southern,0,Aviation,1,,Slightly,7,1,15,Car,,5,1,3,250,2,6,4,25,12,0,1
Male,18,July,31,9,4,7,Southern,0,Aviation,0,,Not at all,7,0,30,Bus,,8,1,0,100,5,2,2,0,10,0,1
Female,18,October,18,13,13,7,Southern,0,Aviation,1,,Moderately,8,0,80,Bus,,8.3,1,6,435,0.8,7,6,25,15,1,1
Male,19,May,8,14,29,22,Southern,0,Science,0,,Very,9,1,45,Car/Train/Bus,,8,1,10,150,0,160,2,20,15,0,1
Male,18,November,14,10,21,4,Southern,0,Science,1,,Slightly,7,0,13,Bicycle,,8,1,0,497,4,500,2,25,25,0,1
Female,19,January,12,11,5,29,Southern,0,Medicine,1,0,Very,8,1,75,Train/Bus,,7,1,3,750,8,350,5,90,45,1,1
Male,18,October,14,3,25,1,Southern,0,Medicine,1,,Not at all,7,3,35,Car,,7,1,3,1400,5,600,3,26,26,1,1
Female,18,November,12,22,26,16,Northern,1,Science,0,,Moderately,6,0,10,Walking,,8,1,0,500,3,1,8,0,0,0,1
Male,18,March,3,20,21,14,Southern,0,Science,0,4000,Extremely,7,3,40,Car,,7.23,1,40,107,2,2,2,10,5,0,1
Male,19,February,5,29,21,31,Southern,0,Science,0,0,Moderately,8,0,80,Car/Train/Bus,,8,1,5,0,0,180,4,25,20,0,1
Male,17,June,28,8,25,1,Southern,0,Engineer,0,,Slightly,9,1,20,Bus,,8,1,5,266,20,180,7,20,20,1,1
Male,18,September,9,9,11,20,Southern,,Science,0,,Very,7,0,160,Train/Bus,,10,1,30,200,2,180,5,15,15,0,1
Male,18,April,28,9,21,1,Southern,0,Science,0,0,Slightly,7,3,70,Train/Bus,,8,1,4,234,3,200,3,40,40,0,1
Female,18,March,27,3,9,28,Southern,0,Science,0,5000,Not at all,7,0,60,Train/Bus,,8,1,6,20,5,0,2,65,40,1,1
Male,18,May,21,20,13,15,Southern,,Medicine,1,10000,Slightly,7,0,60,Train/Bus,,9,1,1,150,2,120,5,15,15,0,1
Male,19,October,10,3,25,29,Southern,0,Aviation,0,0,Slightly,7,0,50,Car,,7,1,0,300,3,7,5,20,10,0,1
Male,19,January,10,26,2,24,Northern,1,Science,0,0,Moderately,6,0,5,Walking,,7.79,1,20,149,2,120,5,10,8,0,1
Male,18,December,1,20,4,20,Southern,0,Science,1,,Very,9,0,90,Train/Bus,,8,1,1,400,2,180,10,30,15,0,0
Male,18,August,1,1,20,14,Southern,0,Commerce,0,99999,Slightly,8,1,90,Train/Bus,,8,1,15,900,7,240,3,25,25,0,1
Male,18,July,28,31,16,26,Southern,0,Aviation,0,0,Slightly,8,3,90,Train/Bus,,8,1,3,400,4,180,5,18,18,1,1
Female,19,April,8,7,20,22,Southern,0,Medicine,1,0,Moderately,6,1,90,Train/Bus,,7.75,1,2,602,4.5,310,5,35,15,1,1
Female,18,July,30,11,24,26,Southern,,Science,0,7000,Moderately,7,0,90,Train/Bus,,7,1,6,279,7,240,4,55,55,0,1
Female,17,July,24,28,4,12,Southern,0,Science,0,3808,Moderately,8,0,55,Train/Bus,,7.5,1,40,150,6,120,4,12,10,0,1
Male,20,October,17,18,24,19,Northern,1,Aviation,0,0,Moderately,7,0,10,Walking,,9.52,1,0,30,0.1,60,2,25,15,0,1
Female,18,January,3,8,21,13,Southern,0,Science,0,3259,Very,5,0,25,Train/Bus,,8,1,2,118,1,0,4,0,2,0,1
Female,18,April,4,2,4,16,Southern,0,Science,0,3808,Moderately,5,0,90,Train/Bus,,8,1,5,749,2,120,2,100,50,0,1
Female,18,November,29,14,8,12,Southern,0,Other,0,4008,Moderately,7,0,75,Train/Bus,,6.43,1,10,745,5,6,4,134,15,1,1
Female,18,February,10,22,1,10,Southern,0,Medicine,1,,Very,8,3,60,Car/Train/Bus,,7,1,4,300,5,500,10,50,50,1,1
Male,21,March,20,7,4,26,Northern,0,Aviation,0,1000000,Slightly,7,1,60,Other,Chartered Robinson R44,9.63,1,30,624,4,300,8,25,15,0,0
Female,19,April,14,1,18,15,Southern,1,Science,0,0,Moderately,8,1,60,Train/Bus,,7.89,1,2,436,7,1,5,20,20,0,1
Female,18,March,18,14,21,16,Southern,0,Science,1,,Moderately,8,0,90,Train/Bus,,7,1,0,500,10,60,3,30,30,1,1
Male,17,October,6,19,4,17,Northern,1,Science,0,0,Extremely,8,0,100,Train/Bus,,6.75,1,25,100,1,30,3,15,15,0,0
Female,18,January,13,7,25,10,Northern,1,Science,1,8000,Moderately,7,1,90,Train/Bus,,9,1,15,230,5,120,2,30,30,0,1
Female,1,December,10,16,9,10,Southern,1,Engineer,1,0,Moderately,9,0,30,Bus,,5,1,5,50,1,300,2,20,5,0,1
Female,18,June,24,20,24,14,Southern,0,Medicine,1,,Moderately,7,2,40,Car,,7.5,1,1,538,10,600,10,100,60,1,1
Female,18,September,12,23,8,2,Southern,0,Science,0,,Moderately,4,0,100,Train/Bus,,7.8,1,10,400,10,0,5,15,15,0,1
Female,18,September,6,19,18,28,Southern,0,Medicine,0,0,Slightly,9,1,20,Car,,8,1,2,0,0,240,6,35,50,0,1
Female,18,November,14,18,14,30,Southern,0,LifeSciences,0,,Slightly,5,1,95,Car/Train/Bus,,9,1,20,130,2,30,5,50,20,0,1
Female,18,January,25,22,15,28,Northern,0,Commerce,1,3600,Slightly,8,1,30,Other,UNSW Shuttle ,8,1,2,800,7,240,2,250,100,0,1
Male,18,September,19,19,8,4,Southern,0,SocialSciences,1,7000,Moderately,8,0,120,Train/Bus,,3,1,5,360,2,0,2,40,30,0,1
Female,18,February,15,23,22,28,Southern,0,Science,1,7000,Extremely,7,0,100,Train/Bus,,5,1,0,339,7,0,1,300,300,0,1
Male,18,August,16,28,18,9,Southern,0,Aviation,0,30000,Slightly,8,0,90,Train/Bus,,6,1,2,400,3,240,6,35,20,0,1
Male,19,November,26,4,27,1,Southern,0,Science,1,0,Moderately,8,1,20,Car,,7,1,8,200,10,2,1,30,30,0,1
Female,18,November,15,15,1,1,Northern,,LifeSciences,0,,Slightly,8,0,60,Train/Bus,,10,1,90,462,3,540,3,110,20,0,1
Male,18,March,30,26,7,3,Southern,0,Science,0,,Slightly,8,1,110,Train/Bus,,9,1,0,182,7,180,5,25,40,0,1
Male,18,November,22,8,4,7,Southern,0,Commerce,0,,Slightly,7,0,50,Train/Bus,,9.69,1,15,890,2.2,5,4,10,10,0,1
Female,18,October,23,5,10,9,Southern,,Science,0,0,Moderately,6,0,90,Train/Bus,,7,1,6,200,9,0,6,0,0,0,1
Female,18,May,13,9,13,5,Southern,0,Science,1,,Moderately,7,1,50,Train/Bus,,6,1,10,120,5,2,5,35,30,0,1
Female,18,February,27,7,1,14,Southern,0,Science,1,0,Slightly,7,0,100,Train/Bus,,9.1,1,15,444,4.5,240,4,25,18,0,1
Female,18,August,18,22,18,25,Southern,0,Science,0,0,Moderately,7,0,45,Train/Bus,,8,1,8,443,7,8,3,45,45,0,1
Female,18,September,8,16,1,1,Southern,0,Science,0,2390,Moderately,6,1,90,Train/Bus,,7.25,1,3,200,0,0,4,100,20,0,1
Female,18,March,16,7,15,1,Southern,0,Medicine,0,,Slightly,6,0,90,Car/Train/Bus,,7,1,5,0,0,0,5,0,0,0,1
Male,19,April,8,16,16,20,Southern,0,Science,0,3800,Slightly,7,1,60,Car/Train/Bus,,6.8,1,20,300,1.5,60,2,20,15,0,1
Male,19,December,30,15,15,25,Southern,0,Aviation,0,0,Moderately,8,0,90,Car/Train/Bus,,8,1,2,200,14,30,5,25,20,1,1
Male,19,June,4,13,5,1,Southern,0,SocialSciences,1,,Slightly,9,1,90,Other,Bus/Ferry/Bus,6,1,0,631,10,15,8,19,20,0,1
Female,18,September,19,30,9,8,Northern,0,Science,0,,Slightly,7,1,90,Car/Train/Bus,,7,1,1,0,0,50,4,15,5,0,1
Female,18,October,13,16,30,28,Southern,0,Science,0,,Extremely,7,2,90,Train/Bus,,9,1,2,250,0,330,3,25,20,0,1
Female,18,October,11,8,21,22,Southern,0,Science,0,,Moderately,6,1,90,Train/Bus,,7,1,7,620,7.5,540,9,0,0,0,1
Male,18,November,29,5,12,22,Southern,0,Aviation,0,10000,Not at all,8,0,70,Bus,,9,1,1,746,5,7,7,25,15,1,0
Female,18,May,14,15,8,3,Northern,,Medicine,1,0,Not at all,8,0,20,Car,,8,1,6,400,2,5,5,30,20,1,1
Female,18,May,26,20,14,12,Southern,0,Medicine,1,40000,Extremely,6,0,90,Train/Bus,,8,1,25,954,14,300,4,60,30,0,1
Female,18,December,8,23,18,23,Southern,0,Science,0,0,Extremely,8,0,65,Train/Bus,,8.37,1,38,453,2,130,5,30,20,0,1
Male,18,August,16,27,24,24,Southern,0,Commerce,1,30000,Very,6,0,180,Car/Train/Bus,,3.41,1,5,408,20,390,4,30,50,0,1
Male,18,April,24,9,20,2,Southern,0,Commerce,0,10000,Slightly,4,2,120,Train/Bus,,8,1,3,230,10,0,0,10,10,0,1
Female,18,January,2,29,2,14,Southern,0,Medicine,0,4000,Not at all,8,2,60,Train/Bus,,9.5,1,4,715,10,20,7,60,80,0,1
Female,18,November,16,13,18,12,Southern,0,Medicine,1,3459,Moderately,7,1,50,Train/Bus,,3.5,1,18,8,2,5,7,200,100,1,1
Female,17,July,17,24,8,12,Northern,,Science,0,0,Slightly,8,0,5,Walking,,6.5,1,20,364,0,0,2,15,5,0,1
Male,19,May,18,18,13,11,Southern,0,Medicine,0,,Moderately,8,1,67,Train/Bus,,7,1,12,1007,6,3,2,20,25,0,1
Male,18,March,7,28,18,6,Northern,1,Science,1,0,Moderately,7,3,33,Bus,,5,1,6,9,0,0,4,33,28,0,1
Male,18,November,6,27,20,17,Southern,0,Science,0,,Moderately,8,0,45,Bus,,8,1,0,125,7,8,4,20,20,1,1
Female,18,February,5,1,16,25,Northern,0,Science,0,4000,Very,6,2,50,Train/Bus,,7.8,1,30,4000,15,200,3,50,20,1,1
Male,18,April,14,1,11,19,Southern,0,Medicine,0,4000,Moderately,7,0,70,Train/Bus,,4.8,1,5,0,0,120,4,30,15,1,1
Female,18,November,16,4,23,6,Southern,0,Science,0,0,Very,8,0,100,Car/Train/Bus,,8,1,5,0,0,0,1,70,35,0,1
Female,18,July,23,28,21,12,Southern,0,Aviation,1,3808,Very,7,0,120,Train/Bus,,8.5,1,1,316,7,570,2,30,20,1,1
Female,18,March,26,22,20,8,Northern,,Science,0,0,Slightly,7,0,60,Train/Bus,,8,1,7,423,7,60,2,50,15,0,1
Male,18,November,21,6,26,15,Southern,0,Medicine,0,0,Extremely,5,0,120,Train/Bus,,7,1,50,500,15,14,5,35,10,0,1
Male,18,February,19,27,29,8,Southern,,Science,1,,Very,6,2,130,Train/Bus,,8,1,4,354,1,240,4,20,20,0,1
Female,33,February,17,1,20,24,Southern,0,Medicine,1,70000,Moderately,6,4,72,Train/Bus,,3.57,1,3,512,27,880,6,90,50,0,1
Male,18,August,11,31,2,1,Southern,0,Commerce,0,0,Moderately,6,0,1.5,Train/Bus,,5,1,5,20,8,4,6,25,25,0,1
Female,18,June,13,15,29,13,Southern,0,Science,1,0,Moderately,8,2,90,Train/Bus,,6,1,25,350,5,120,2,30,30,0,1
Male,18,October,2,31,22,29,Southern,0,SocialSciences,0,2994,Slightly,8,2,20,Walking,,7.5,1,0,995,15,4,2,28,20,1,1
Female,18,March,11,15,1,7,Southern,0,Science,0,,Moderately,7,1,5,Walking,,7,1,3,400,10,3,2,80,50,0,1
Female,17,October,20,11,5,17,Northern,,Science,0,8000,Slightly,7,0,40,Train/Bus,,8.9,1,7,195,1,30,5,25,10,0,1
Female,22,March,21,24,13,9,Southern,,Science,1,,Moderately,6,0,120,Train/Bus,,6.5,1,10,0,0,400,2,25,15,0,1
Female,19,October,1,21,23,24,Southern,1,Other,1,0,Moderately,9,2,30,Walking,,8,1,0,2,0,30,8,100,10,0,1
Female,18,October,11,5,4,25,Southern,0,Science,1,0,Moderately,8,2,55,Bus,,5,1,1,700,9,200,5,50,50,0,1
Male,18,July,18,14,5,23,Northern,,Science,0,,Not at all,5,0,100,Train/Bus,,9.52,1,0,100,1,0,1,20,20,0,1
Female,17,July,9,27,21,3,Southern,0,Science,1,0,Moderately,6,0,90,Train/Bus,,7,1,1,132,5,0,2,30,20,0,1
Female,18,August,1,10,12,2,Southern,0,Science,1,0,Slightly,7,1,100,Train/Bus,,7.8,1,6,2018,2,150,4,70,50,0,1
Female,18,August,14,5,4,2,Southern,0,Medicine,0,0,Moderately,7,1,60,Train/Bus,,8.5,1,7,513,3,210,2,50,45,0,1
Male,18,June,9,9,29,12,Northern,,Aviation,0,2439,Slightly,8,0,70,Train/Bus,,7,1,0,116,300,120,3,16,15,0,1
Female,18,December,1,30,1,10,Southern,0,Commerce,0,10000,Very,10,0,40,Train/Bus,,6,1,0,300,5,0,26,10,7,1,0
Female,19,April,22,23,1,14,Northern,,Medicine,1,,Slightly,8,3,30,Train/Bus,,9,1,8,1400,40,0,3,200,50,1,1
Male,19,April,18,24,23,9,Northern,0,Medicine,0,4000,Slightly,8,1,30,Train/Bus,,8,1,8,6,3,5,20,15,15,0,1
Male,19,March,7,23,19,13,Southern,1,Aviation,0,0,Moderately,9,1,60,Train/Bus,,8,1,10,0,0,150,2,20,20,0,1
Male,18,November,22,8,31,6,Southern,0,Commerce,0,0,Moderately,8,0,40,Walking,,7,1,3,100,21,420,3,32,17,0,1
Male,18,February,17,25,31,18,Southern,0,Science,1,,Moderately,7,0,90,Bus,,8.54,1,2,418,0,20,4,30,30,0,1
Male,18,October,17,19,24,29,Southern,0,Aviation,1,4000,Moderately,8,0,11,Car,,6.86,1,20,1100,4,3,2,38,10,0,1
Male,18,August,21,2,30,4,Southern,0,Science,0,4000,Moderately,8,0,90,Train/Bus,,8,1,3,86,0.1,300,3,16,16,0,1
Male,19,January,21,13,16,17,Northern,0,Science,1,,Very,7,1,80,Train/Bus,,7,1,10,1000,10,25,5,25,15,0,1
Male,18,February,12,8,16,15,Southern,0,Other,1,,Moderately,9,0,80,Train/Bus,,7,1,40,601,20,15,2,27,10,0,1
Female,18,March,20,19,17,19,Northern,0,Science,0,,Moderately,7,1,70,Train/Bus,,6,1,15,0,0,0,2,0,0,0,1
Male,19,December,17,20,29,19,Northern,,Medicine,0,0,Slightly,8,2,50,Train/Bus,,9.5,1,6,1000,3,600,6,30,25,1,1
Male,19,March,22,24,7,18,Northern,0,Science,0,5000,Not at all,9,0,0,Walking,,7.52,1,0,500,10,450,2,30,35,0,1
Male,17,July,18,26,1,4,Southern,0,Science,1,0,Slightly,8,0,55,Train/Bus,,7.5,1,2,315,5,90,7,20,10,0,1
Female,19,August,11,17,11,21,Northern,1,Engineer,0,,Moderately,7,0,20,Walking,,6.5,1,3,1,0,0,2,30,20,0,1
Male,19,May,22,12,7,3,Southern,1,Science,1,,Slightly,8,1,25,Walking,,7,1,20,850,2,5,2,10,10,0,1
Female,23,July,25,20,27,17,Southern,0,SocialSciences,1,,Very,6,2,35,Train/Bus,,6.6,1,3,800,1.5,4,2,90,90,1,1
Female,18,August,2,2,13,22,Southern,0,Science,0,0,Moderately,7,2,120,Train/Bus,,9.8,1,5,450,2,240,5,220,180,0,1
Male,18,July,10,29,10,22,Southern,0,Medicine,1,3000,Slightly,5,0,90,Train/Bus,,8,1,10,300,1.5,15,5,25,10,0,1
Female,19,November,27,5,19,4,Northern,1,Medicine,0,0,Moderately,6,1,70,Train/Bus,,6.4,1,2,457,5,240,3,40,30,1,1
Male,19,August,21,23,21,18,Southern,0,Science,1,3800,Moderately,7,0,90,Train/Bus,,9.5,1,10,689,3,30,2,30,15,0,1
Male,18,October,11,19,14,19,Northern,1,Aviation,1,0,Slightly,8,0,35,Car,,8,1,0,1000,8,5,2,35,35,0,1
Female,18,June,19,24,5,13,Southern,0,Medicine,0,,Moderately,7,0,60,Train/Bus,,6,1,3,511,7,30,4,20,20,0,1
Male,18,August,6,21,7,1,Northern,0,Aviation,0,,Slightly,6,0,40,Train/Bus,,8,1,0,822,6,10,5,40,40,0,1
Male,19,March,16,5,13,9,Northern,1,Aviation,0,0,Moderately,7,0,50,Car,,7,1,50,475,10,900,2,20,20,0,1
Female,18,February,14,8,27,11,Southern,0,Science,0,0,Not at all,8,3,120,Train/Bus,,8,1,5,100,1,400,10,40,30,0,1
Female,17,June,21,25,15,31,Southern,0,Science,1,0,Slightly,6,2,80,Train/Bus,,9,1,3,406,1,0,3,37,25,0,0
Male,19,March,20,25,5,25,Southern,0,Science,1,27000,Moderately,7,0,90,Train/Bus,,8.5,1,6,273,8,7.5,4,15,5,0,1
Male,18,June,21,14,1,7,Southern,0,Aviation,0,,Slightly,7,3,65,Car,,7,1,3,345,3,4,3,35,25,1,1
Male,19,May,9,11,31,11,Southern,,Science,1,3000,Slightly,8,0,30,Bus,,8,1,20,300,17,0,9,10,10,0,1
Male,20,February,5,5,7,28,Southern,0,Aviation,0,,Extremely,8,1,5,Walking,,8.76,1,1,965,5,240,2,0,5,0,1
Male,18,May,2,25,14,27,Southern,0,Science,1,5000,Slightly,8,1,60,Train/Bus,,8.9,1,1,82,5,200,4,7,7,0,1
Male,19,March,31,17,17,14,Southern,0,Aviation,0,130000,Slightly,7,0,50,Train/Bus,,7,1,20,600,5,750,7,23,20,0,1
Female,25,March,14,12,18,27,Southern,0,Science,1,70000,Moderately,7,4,60,Train/Bus,,5,1,1,800,6,10,6,300,100,1,1
Female,18,December,16,8,30,2,Southern,0,Aviation,0,4000,Extremely,7,0,60,Car,,9.52,1,18,351,1,480,4,250,200,0,1
Female,19,April,19,10,18,23,Southern,,Science,0,0,Moderately,6,0,80,Train/Bus,,9,1,4,0,0,30,1,30,30,1,1
Male,22,March,4,6,20,23,Southern,0,Medicine,0,0,Very,6,1,90,Train/Bus,,5,1,6,200,4,3,2,60,300,0,1
Female,18,August,24,13,21,7,Southern,0,Science,1,0,Slightly,7,2,30,Car,,9.5,1,6,400,6,120,9,50,50,0,1
Female,18,February,14,10,16,31,Southern,0,Aviation,0,0,Slightly,5,0,45,Train/Bus,,8.2,1,1,413,1,30,3,25,25,1,1
